"csvFile","Image1","Image2","Time1","Time2","BladeLength1","BladeLength2","BladeWidth1","BladeWidth2","Cell","IsMID","CentroX","CentroY","Area","karea","kx","ky","AreaAtDiv","Cell_Cycle_Duration","HasDivided","IsCompetent","MITOGEN_x","MITOGEN_y","DistanceFromMITOGEN"
"tracking_TL01-TL09_all_divide_lamina.csv","ExpID3002_spch4_TL001_plantA_scalebar.png","ExpID3002_spch4_TL002_plantA_scalebar.png",0,10.7333,200.436796006909,230.293057106395,118.543500433652,134.563610186456,"Cell 0",TRUE,1.3125046,11.36147098,217.998729577627,0.0195078101658236,0.00665615151220539,0.0121251807339497,NA,NA,FALSE,TRUE,NA,NA,NA
"tracking_TL01-TL09_all_divide_lamina.csv","ExpID3002_spch4_TL001_plantA_scalebar.png","ExpID3002_spch4_TL002_plantA_scalebar.png",0,10.7333,200.436796006909,230.293057106395,118.543500433652,134.563610186456,"Cell 1",TRUE,-4.31729765,45.25025984,127.725071177739,0.025562363575663,0.0125199379488978,0.0125279683319688,NA,NA,FALSE,TRUE,NA,NA,NA
"tracking_TL01-TL09_all_divide_lamina.csv","ExpID3002_spch4_TL001_plantA_scalebar.png","ExpID3002_spch4_TL002_plantA_scalebar.png",0,10.7333,200.436796006909,230.293057106395,118.543500433652,134.563610186456,"Cell 2",TRUE,4.38318982,57.55083029,173.225118178871,0.0133124572856444,0.00247989858819504,0.010310856766831,NA,NA,FALSE,TRUE,NA,NA,NA
"tracking_TL01-TL09_all_divide_lamina.csv","ExpID3002_spch4_TL001_plantA_scalebar.png","ExpID3002_spch4_TL002_plantA_scalebar.png",0,10.7333,200.436796006909,230.293057106395,118.543500433652,134.563610186456,"Cell 3",TRUE,-8.24773896,59.56378707,131.493784352811,0.0251294900617857,0.0116625729004238,0.0127594675876146,NA,NA,FALSE,TRUE,NA,NA,NA
"tracking_TL01-TL09_all_divide_lamina.csv","ExpID3002_spch4_TL001_plantA_scalebar.png","ExpID3002_spch4_TL002_plantA_scalebar.png",0,10.7333,200.436796006909,230.293057106395,118.543500433652,134.563610186456,"Cell 4",TRUE,1.38187069,69.8807357,170.059083871058,0.0179854070484396,0.00361728898108207,0.0140173725521692,NA,NA,FALSE,TRUE,NA,NA,NA
"tracking_TL01-TL09_all_divide_lamina.csv","ExpID3002_spch4_TL001_plantA_scalebar.png","ExpID3002_spch4_TL002_plantA_scalebar.png",0,10.7333,200.436796006909,230.293057106395,118.543500433652,134.563610186456,"Cell 5",TRUE,2.07922749,82.28922159,151.161550797999,0.0224398048090056,0.00440044005921924,0.0179193251654374,NA,NA,FALSE,TRUE,NA,NA,NA
"tracking_TL01-TL09_all_divide_lamina.csv","ExpID3002_spch4_TL001_plantA_scalebar.png","ExpID3002_spch4_TL002_plantA_scalebar.png",0,10.7333,200.436796006909,230.293057106395,118.543500433652,134.563610186456,"Cell 6",TRUE,-9.97417876,80.47545175,108.437950856104,0.0191950784858592,0.00637585145885807,0.0128802197181283,NA,NA,FALSE,TRUE,NA,NA,NA
"tracking_TL01-TL09_all_divide_lamina.csv","ExpID3002_spch4_TL001_plantA_scalebar.png","ExpID3002_spch4_TL002_plantA_scalebar.png",0,10.7333,200.436796006909,230.293057106395,118.543500433652,134.563610186456,"Cell 7",FALSE,4.39954404,93.18658769,137.793094286607,0.0229158846196946,0.00511504962129172,0.0174096427185034,NA,NA,FALSE,TRUE,NA,NA,NA
"tracking_TL01-TL09_all_divide_lamina.csv","ExpID3002_spch4_TL001_plantA_scalebar.png","ExpID3002_spch4_TL002_plantA_scalebar.png",0,10.7333,200.436796006909,230.293057106395,118.543500433652,134.563610186456,"Cell 8",FALSE,-9.61126454,90.52143043,136.324911810326,0.0247008062462064,0.00587007473203718,0.018903596853877,NA,NA,FALSE,FALSE,NA,NA,NA
"tracking_TL01-TL09_all_divide_lamina.csv","ExpID3002_spch4_TL001_plantA_scalebar.png","ExpID3002_spch4_TL002_plantA_scalebar.png",0,10.7333,200.436796006909,230.293057106395,118.543500433652,134.563610186456,"Cell 9",FALSE,-10.93745045,98.60343704,99.1415247485946,0.0294226472722704,0.00710005647446597,0.0215345533103905,NA,NA,FALSE,FALSE,NA,NA,NA
