csvFile,Image1,Image2,Time1,Time2,BladeLength1,BladeLength2,BladeWidth1,BladeWidth2,Cell,IsMID,CentroX,CentroY,Area,karea,kx,ky,AreaAtDiv,Cell_Cycle_Duration,HasDivided,IsCompetent,DivisionClass,CompetenceClass,Identity,StomatalLineage,WARNING_Imprecise_ID,WARNING_Imprecise_CCD,WARNING_Imprecise_AAD
tracking_samJan17.csv,TL01_median.png,TL09_T03_median_flip.png,0,11.8833,207.1054912,269.9435162,150.7484244,199.3647687,Cell 190,TRUE,4.7635908,76.97428677,163.98,0.032790509,0.005439232,0.02759463,195.276096,NA,TRUE,TRUE,1,1,PC,FALSE,FALSE,FALSE,FALSE
tracking_samJan17.csv,TL01_median.png,TL09_T03_median_flip.png,0,11.8833,207.1054912,269.9435162,150.7484244,199.3647687,Cell 211,TRUE,17.39564574,42.92685672,99.84,0.053361952,0.0279514,0.025205783,124.592256,NA,TRUE,TRUE,1,1,PC,FALSE,FALSE,FALSE,FALSE
tracking_samJan17.csv,TL01_median.png,TL09_T03_median_flip.png,0,11.8833,207.1054912,269.9435162,150.7484244,199.3647687,Cell 212,FALSE,20.23650195,55.19482235,80.19,0.035129941,0.01327254,0.02066567,NA,NA,FALSE,TRUE,NA,1,PC,FALSE,FALSE,FALSE,FALSE
tracking_samJan17.csv,TL01_median.png,TL09_T03_median_flip.png,0,11.8833,207.1054912,269.9435162,150.7484244,199.3647687,Cell 213,TRUE,13.43149112,66.21690884,139.59,0.031685554,0.010619721,0.019627185,172.544256,NA,TRUE,TRUE,1,1,PC,FALSE,FALSE,FALSE,FALSE
tracking_samJan17.csv,TL01_median.png,TL09_T03_median_flip.png,0,11.8833,207.1054912,269.9435162,150.7484244,199.3647687,Cell 214,TRUE,15.67157291,80.84587185,138.24,0.040692424,0.009312277,0.030972391,184.560768,NA,TRUE,FALSE,1,NA,PC,FALSE,FALSE,FALSE,FALSE
tracking_samJan17.csv,TL01_median.png,TL09_T03_median_flip.png,0,11.8833,207.1054912,269.9435162,150.7484244,199.3647687,Cell 215,FALSE,19.90755458,121.7942543,133.45,0.033240928,0.016730903,0.017895557,NA,NA,FALSE,TRUE,NA,1,PC,FALSE,FALSE,FALSE,FALSE
tracking_samJan17.csv,TL01_median.png,TL09_T03_median_flip.png,0,11.8833,207.1054912,269.9435162,150.7484244,199.3647687,Cell 218,FALSE,14.8754611,113.3928397,37.67,0.060731884,0.022947268,0.037322696,77.42339968,NA,TRUE,TRUE,2,2,MMC_or_MM,TRUE,FALSE,FALSE,FALSE
tracking_samJan17.csv,TL01_median.png,TL09_T03_median_flip.png,0,11.8833,207.1054912,269.9435162,150.7484244,199.3647687,Cell 219,FALSE,19.22296572,108.566592,90.2,0.051099411,0.024134543,0.028742169,125.260992,NA,TRUE,TRUE,1,2,PC,FALSE,FALSE,FALSE,FALSE
tracking_samJan17.csv,TL01_median.png,TL09_T03_median_flip.png,0,11.8833,207.1054912,269.9435162,150.7484244,199.3647687,Cell 255,FALSE,6.420644,166.0849191,187.19,0.036168654,0.01599678,0.020567198,NA,NA,FALSE,FALSE,NA,NA,PC,FALSE,FALSE,FALSE,FALSE
tracking_samJan17.csv,TL01_median.png,TL09_T03_median_flip.png,0,11.8833,207.1054912,269.9435162,150.7484244,199.3647687,Cell 256,FALSE,15.03267914,152.7892017,82.52,0.035244273,0.021302011,0.020735187,108.685152,NA,TRUE,TRUE,2,2,MMC_or_MM,TRUE,FALSE,FALSE,FALSE
